Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Argentina,ARG,Deposit money banks'' assets to GDP (%),GFDD.DI.02,12.24252,13.00903,11.35426,11.59896,11.40561,10.99905,11.65924,11.49325,13.86592,14.62563,15.87235,18.62242,17.27464,20.08898,21.01449,18.96682,14.27608,18.6506,21.92599,25.85216,26.11186,38.31396,41.90729,33.53256,31.02718,21.58621,21.16659,27.57487,26.55685,68.64577,24.51902,17.89959,19.60616,22.94117,24.26712,25.7046,26.59509,28.54423,31.37156,33.97886,33.17569,31.1911,45.21207,35.87408,30.78802,27.69992,23.90719,21.86445,19.41402,21.10182,21.51464,20.84089,21.90789,21.85879,21.97919,22.71855,22.02309,24.17418,..,..,..,..
Argentina,ARG,Domestic credit to private sector (% of GDP),GFDD.DI.14,13.6112,14.0881,12.0111,11.5201,10.6267,10.1067,11.0605,10.9436,13.8659,15.9785,17.5387,18.0217,17.6345,16.7056,19.1738,16.4413,13.5628,18.3829,20.5571,24.0562,25.3958,33.5523,33.9064,28.1183,25.001,17.3641,16.9072,21.2973,20.3358,39.7175,15.6017,12.5872,15.4453,18.2846,20.2806,19.9606,20.187,21.9335,24.1533,24.8933,23.8947,20.8336,15.3319,10.7627,9.68252,10.6535,11.9103,13.0985,12.3139,12.4162,12.6901,14.0087,15.2128,15.7291,13.8238,14.4142,13.6676,15.9585,..,..,..,..
Argentina,ARG,Liquid liabilities to GDP (%),GFDD.DI.05,21.21529,16.7259,14.45087,16.25433,16.27386,15.56469,16.63229,19.30116,21.58242,22.35893,24.62923,18.62242,23.39274,23.89532,25.61621,21.69846,18.96638,25.188,27.67809,28.87472,28.03354,27.2166,21.82222,21.60124,22.29856,17.56601,19.94299,22.45471,25.63935,20.24382,11.53333,10.61703,13.80395,19.38437,20.95711,20.24592,22.8161,26.57754,28.75975,31.54247,31.96427,27.18917,27.94328,30.11629,28.35122,28.69066,28.09301,27.91623,23.52055,25.38139,25.3695,24.3777,27.15824,27.17935,25.80884,27.67599,28.35506,28.47554,..,..,..,..
Armenia,ARM,Central bank assets to GDP (%),GFDD.DI.06,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.52407,37.5355,5.097693,2.034157,4.230324,2.050281,1.892713,1.873638,1.015706,0.9267392,0.3046139,0.1092835,0.4400731,0.3585918,0.2527305,0.2427824,0.3469448,1.398111,1.068146,1.335358,1.377574,1.393844,1.818699,2.168129,2.903821,2.835073,2.95718,2.869284,3.158039,2.757384
Armenia,ARM,Deposit money banks'' assets to GDP (%),GFDD.DI.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.41694,14.17449,11.25447,7.333604,6.51019,7.171625,9.025325,9.970797,11.56713,10.0462,9.288926,7.884583,8.966362,9.976948,10.53634,15.33415,20.00049,27.62067,31.78853,38.8964,43.62847,46.68216,52.64746,49.24774,55.29293,58.04486,62.1867,67.1177,83.83363,76.89648
Armenia,ARM,Domestic credit to private sector (% of GDP),GFDD.DI.14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.8549,28.4452,35.3679,40.0601,42.3802,48.9172,45.6308,48.8756,51.5426,55.502,60.1552,72.1957,..
Armenia,ARM,Liquid liabilities to GDP (%),GFDD.DI.05,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.87205,74.81403,13.09741,7.707154,8.222912,8.733553,10.05222,11.08458,14.70446,13.44959,15.55161,14.39199,14.98692,16.29842,18.28698,21.95241,19.84799,16.69308,17.14887,20.17364,22.17836,25.05049,26.95733,29.40799,34.51529,37.36695,36.79517,37.60079,41.53059,42.45831
Aruba,ABW,Central bank assets to GDP (%),GFDD.DI.06,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Deposit money banks'' assets to GDP (%),GFDD.DI.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.74174,42.8685,45.24195,45.09518,46.16962,46.42562,45.39446,43.12815,45.49143,44.6217,47.8223,45.40379,43.74569,46.61284,46.10257,48.4253,52.6621,57.29932,53.89034,57.03265,56.58299,54.41957,52.29363,58.596,64.30319,62.11369,65.38079,65.67739,66.54086,62.95782,63.92509,65.86773,66.35703,75.41827,99.78976,..
Aruba,ABW,Domestic credit to private sector (% of GDP),GFDD.DI.14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.4643,39.4419,43.7757,43.3564,44.4888,44.2259,43.2829,40.9022,42.4449,43.0618,45.4161,43.2338,41.8701,44.6205,44.8061,46.5882,50.7869,55.0119,51.7871,54.0662,53.883,51.727,50.6586,55.8966,58.7998,56.2477,58.6887,59.1619,60.236,56.6226,57.2188,57.2511,57.2576,60.3083,81.2758,..
Aruba,ABW,Liquid liabilities to GDP (%),GFDD.DI.05,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.48843,49.99553,49.15768,51.00217,54.34376,56.63101,57.97995,54.25106,53.70507,52.81032,52.73498,49.4143,51.61959,54.98654,51.59887,54.20418,57.90205,60.5792,56.37475,57.3309,56.37428,53.54505,58.78377,69.20825,71.82883,66.89094,73.03748,67.3776,69.58105,71.73654,78.00833,76.60137,76.35977,84.86919,118.0107,..
Australia,AUS,Central bank assets to GDP (%),GFDD.DI.06,6.885134,5.630146,5.611384,3.835626,3.93514,4.229285,3.490007,3.427068,3.829334,3.884793,2.948006,1.474601,0.6168594,1.057547,1.60436,3.631555,5.243477,4.972406,4.536359,5.147505,4.665756,4.716284,2.231496,1.94844,2.581727,3.463998,3.385705,2.630451,1.521819,1.165933,1.03557,1.320874,3.30217,3.133325,2.791524,3.457167,5.640114,3.20614,3.919752,2.303778,2.742744,2.776591,2.719793,1.477025,2.048137,2.485448,3.569952,5.306197,7.724904,3.980875,2.94556,3.485947,3.457737,0.5465533,0.4422458,0.628998,0.8312989,0.2916736,0.2914547,0.6288911,6.530169,16.27579
Australia,AUS,Deposit money banks'' assets to GDP (%),GFDD.DI.02,33.79599,35.41235,36.07676,37.61037,38.42432,38.66153,40.03127,39.9096,39.27293,38.58394,36.98119,36.90857,40.13491,40.88085,38.6977,39.44985,38.47342,37.09732,37.73581,37.22619,36.52661,35.16858,35.15196,37.6972,38.11675,43.6637,47.89581,48.8522,52.17139,64.41764,65.97945,67.24333,68.61456,69.55642,71.15814,73.78806,75.12311,77.46442,81.51284,87.38145,87.96753,88.90446,89.74757,96.53819,99.78593,104.1759,109.6211,118.2266,122.521,129.8934,126.0793,123.5134,125.9832,125.6602,131.8296,140.2154,145.5654,144.1559,143.2906,148.9929,163.7002,148.1807
Australia,AUS,Domestic credit to private sector (% of GDP),GFDD.DI.14,19.1152,17.6285,18.6464,19.2825,20.1106,21.1248,22.3781,23.0934,23.9941,24.8194,23.2745,23.6115,24.6645,28.3593,27.8514,27.3303,27.8423,27.3736,28.0381,28.6426,27.8327,27.9155,27.0374,28.7771,30.3032,37.0373,40.3155,42.7955,46.7325,59.2758,60.5758,60.1289,61.8686,63.2817,66.7689,69.8212,71.5418,75.374,79.1641,84.174,87.6611,88.4863,91.3224,99.2086,102.694,108.533,113.732,120.66,121.822,122.602,125.337,122.225,121.256,124.77,128.505,136.434,142.678,140.536,139.951,136.291,142.287,..
Australia,AUS,Liquid liabilities to GDP (%),GFDD.DI.05,42.74707,44.37189,45.10323,45.6405,46.37558,45.36222,45.68391,44.98676,44.13907,43.01763,40.6705,40.00071,43.66758,44.85868,41.00197,42.34594,40.46746,38.50515,38.55415,37.49274,37.89145,36.3766,36.02604,37.66175,37.28153,39.61271,39.8849,41.13747,42.87613,49.93528,52.93701,53.1712,55.02199,55.24174,57.29232,58.59998,61.13884,62.13887,63.85616,67.67393,65.16219,69.4108,68.46848,72.77219,75.21812,75.80177,80.85426,96.33713,100.8554,99.17868,100.337,100.7246,104.5469,103.3396,107.5636,112.2473,115.3947,113.7333,110.7433,120.0056,138.2031,133.4562
Austria,AUT,Central bank assets to GDP (%),GFDD.DI.06,1.137623,1.3361,0.9411935,1.123417,2.240588,1.935763,2.205739,2.019496,1.995633,1.849908,1.609959,1.035384,0.980922,0.9614136,0.8600426,0.8701602,0.8068283,0.7292919,0.6911736,0.6013738,0.557538,0.5100312,0.5066374,0.514478,0.5332613,0.4863433,0.4241429,0.3841751,0.3758602,0.3807479,0.4035481,0.4113044,0.4110166,0.4153689,0.4146906,0.3954007,0.4234382,0.4471487,..,..,..,0.5819359,0.6385233,0.6059639,0.5710796,0.556135,0.5593225,0.5468733,0.5272976,0.7866853,0.8651659,0.9712088,1.099943,1.157729,1.040084,4.245227,8.933805,12.9101,13.70257,13.76236,21.23953,24.53596
Austria,AUT,Deposit money banks'' assets to GDP (%),GFDD.DI.02,41.27879,40.55853,41.62624,42.05557,42.95452,45.98381,47.56116,48.88974,49.75696,52.49966,52.86171,55.90043,58.59666,58.6433,58.77541,64.16883,72.25538,75.98146,81.67901,87.26061,90.3107,93.82497,94.70993,97.04359,101.2498,103.2319,107.5968,113.9013,116.5046,118.5725,120.5678,120.8972,120.1707,121.7173,124.3859,125.9937,127.4309,130.1292,..,..,..,109.1364,106.5292,104.6976,104.6734,109.1607,107.8033,104.3341,106.7561,111.282,113.2195,111.0341,110.1556,108.1764,106.0127,103.3462,99.92002,98.18497,97.05,96.86129,104.3544,104.1206
Austria,AUT,Domestic credit to private sector (% of GDP),GFDD.DI.14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.7134,88.5215,87.8064,87.7658,94.3241,94.4376,92.9199,95.813,97.7396,98.5283,96.0611,94.2238,92.5578,87.5556,85.8912,83.1743,84.1462,84.3212,85.8468,93.2633,..
Austria,AUT,Liquid liabilities to GDP (%),GFDD.DI.05,41.77935,41.96144,44.9591,46.56762,48.35509,49.8053,50.38969,52.06148,53.28046,54.75449,54.56074,56.07456,56.75208,56.72064,56.05039,62.50232,66.03432,65.09361,70.35921,69.39311,72.82845,75.25896,77.66619,76.64726,77.70912,78.03343,80.43411,83.21547,83.92274,84.29564,86.0817,86.29119,87.25677,89.1459,89.48821,89.84735,89.33806,88.3004,..,..,..,67.25785,66.40881,69.72639,70.50771,75.47496,77.84402,86.31971,93.08521,92.80804,89.42335,89.11066,89.23405,90.11607,91.55746,92.4315,94.41205,95.45703,98.30187,99.7585,113.84,111.6937
Azerbaijan,AZE,Central bank assets to GDP (%),GFDD.DI.06,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.82866,16.47394,22.94589,3.204951,3.115428,2.336839,11.08779,13.59846,10.46353,7.148462,2.313797,1.769408,1.584919,1.09412,0.7722339,0.6154211,0.37788,1.194263,3.538318,4.133821,4.652788,4.328994,4.286025,7.616041,4.534999,0.1518342,0.0921676,0.056782,0.3399442,0.4096768
Azerbaijan,AZE,Deposit money banks'' assets to GDP (%),GFDD.DI.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.73615,43.84286,39.36579,14.45869,13.98789,13.14007,12.89859,12.45708,10.32596,8.374857,8.222282,9.171778,11.12669,11.40157,12.64819,16.51424,17.75503,24.10471,21.96541,19.90701,24.03167,26.34977,31.68697,40.99189,34.69883,25.39112,22.3446,23.94395,28.58456,25.14992
Azerbaijan,AZE,Domestic credit to private sector (% of GDP),GFDD.DI.14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.8689,22.0996,20.7665,23.0019,26.032,..
Azerbaijan,AZE,Liquid liabilities to GDP (%),GFDD.DI.05,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.59422,54.84959,55.91758,12.31527,11.26034,13.77847,10.72909,11.7409,15.96689,12.82303,12.53423,13.56702,16.66343,13.80145,17.37833,19.71406,20.34392,23.47055,24.32229,26.69478,30.64335,33.11141,35.44669,39.14556,25.16847,23.38383,21.98402,24.90258,28.07302,28.0511
