Country Name,Country Code,Series Name,Series Code,1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Australia,AUS,""Inflation, consumer prices (annual %)"",FP.CPI.TOTL.ZG,15.4166666666666,15.1624548736462,13.3228840125392,12.3098201936376,8.0049261083744,9.12200684150515,10.1358411703239,9.48766603415561,11.3518197573657,10.0389105058366,3.96039603960396,6.734693877551,9.05035054174634,8.53302162478083,7.21593968766828,7.53390256152688,7.33302195235872,3.17667536988685,1.01223112610714,1.75365344467641,1.96963479688141,4.62776659959759,2.61538461538461,0.224887556221887,0.860134629768142,1.48312940304041,4.45743514797224,4.40713536201469,2.98157453936348,2.73259596616786,2.34325522482583,2.69183168316832,3.55528773727026,2.32761128891476,4.35029854990048,1.77111716621254,2.91834002677376,3.3038501560874,1.76278015613196,2.4498886414254,2.48792270531404,1.50836672165921,1.27699094497324,1.94864740944527,1.91140094445691,1.61076787290379,0.846905537459305,2.86391042204994,6.59409671341846,5.5970149253731"
Australia,AUS,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.06,..,..,98.86,..,..,99.52,..,..,..,99.32,..,..
Brazil,BRA,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,9.32983875373664,10.1851800259585,10.4870945451757,9.42630744535613,9.68052852137433,9.90043859063946,9.1063174474986,9.51874160060973,10.3881016194293,10.3559481952446,9.19464987548048,10.4338900725915,11.1592046131695,12.6374579272704,13.4929526900474,15.4991373147458,19.2909224528275,17.8998440765684,17.0630155947621,17.6640230381336,17.8657165129222,20.9279248587451,19.7508265161778,19.5352947982055,20.0705315848897,19.782690769704,18.7678457444131,19.3432950140464,19.8096623456372,19.0774784933715,18.4675839197143,18.8900014193292,19.0389169408502,18.9429876148938,18.8393928725691,19.6506384012198,19.0168578356276,18.6692569364374,18.5301032637141,18.8924789937165,19.1535387102127,19.776819955412,20.3792974286877,20.1619046966819,19.89508778307,19.9835812858102,20.1351530166446,18.5475883591271,18.4022127200534,18.2188134962514
Brazil,BRA,Trade (% of GDP),NE.TRD.GNFS.ZS,20.9677780688456,18.2343303683349,16.4155479824129,15.1552494051265,14.5778875985257,16.5668826070039,20.1554074919697,19.6329239927092,16.4911703717319,21.9003525232033,23.8300746657723,20.4497665840761,15.8606541452464,16.2623973390749,17.7672447097778,14.3908776472134,15.1555990810218,16.5920777626646,19.2533747878959,19.5993205474635,18.6747597961023,16.9844599991956,15.6355914758682,16.5762092613247,16.4385849312059,20.9821664782285,22.6397613567941,26.936285022064,27.6183574022309,28.1403847231593,29.6782524787535,27.0867952055794,26.0416998853051,25.2926113736798,27.2575694164795,22.1059756047068,22.7721781120049,23.9344051753252,25.1142736086534,25.7859573255328,24.6854058131291,26.9536259360114,24.5336820804399,24.3197343746749,28.8762033759743,28.8902578679414,32.3020785463409,37.6563307568833,38.8160659763397,33.8539465938547
Brazil,BRA,Consumer price index (2010 = 100),FP.CPI.TOTL,..,..,..,..,..,..,3.57203995820629E-10,7.20570021177795E-10,1.44505532582099E-09,3.39628003922508E-09,9.92127211260218E-09,3.2342321744633E-08,7.99317280305452E-08,2.62444768495788E-07,1.91352288553154E-06,2.92907487949526E-05,0.000892703750329439,0.00475620651227255,0.0500334876739342,1.01436931774855,22.0715442934335,36.6403159411409,42.4139744020249,45.3518684755867,46.8008952735922,49.0746921995341,52.5315827425714,56.1249316036126,60.8675805806435,69.8241962003047,74.430627668128,79.5436673306746,82.8714308457339,85.8890058743968,90.7662937251916,95.202981748031,100,106.636449622131,112.398549260784,119.372104441451,126.927212865611,138.388614560102,150.482594206408,155.668786230018,161.373814183906,167.397860280061,172.774291252888,187.117425058296,204.482120615775,213.87513528772
"Brazil,BRA,""Inflation, GDP deflator (annual %)"",NY.GDP.DEFL.KD.ZG,34.6058549964615,33.9294367418917,41.2036240161754,45.3980562145509,38.227611227227,54.365960027812,92.1419446109039,100.528877121889,101.034394745721,131.484045057202,201.740282133397,248.543659125921,149.179318289698,206.208708657138,627.951470204274,1304.42420943485,2736.97067768831,416.678093932004,969.012962839962,1996.15024717719,2240.16886623198,93.9780430551367,18.4562437687673,7.72902341184411,4.92436158488788,8.0105008831072,5.60606514085735,8.22509432125631,9.79811223755975,14.0910215230394,7.75206076321267,7.43122475252851,6.77427411913297,6.43903808702757,8.7785527236756,7.31348274592885,8.42333833667878,8.3185922188201,7.9431269413538,7.50456453292993,7.84670974352809,7.56617501207116,8.10360435870246,3.67138451275035,4.49353433137021,4.22425886899158,6.47249960755747,13.047270877833,8.5702819532232,4.65899475870381"
"Brazil,BRA,""Inflation, consumer prices (annual %)"",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,101.725072957927,100.54335919485,135.027682230473,192.121733132051,225.989665211895,147.142826237604,228.336162575513,629.114509120897,1430.7237251472,2947.732772483,432.786661926461,951.962053052818,1927.38079016026,2075.88839757325,66.0070335542481,15.7576656002606,6.92671251629154,3.19507629280052,4.85844749902667,7.04414105947266,6.84035902487523,8.45016437708331,14.7149197228147,6.59718509985963,6.86953720898964,4.18356812896909,3.64127299102652,5.67859390284168,4.88803479876799,5.03872690108075,6.6364496221309,5.40349914036997,6.20431066640101,6.32904015516139,9.02990102416136,8.73914352329393,3.44637335032669,3.66485028376729,3.73297621216894,3.21176803803376,8.30165975585673,9.28010608956873,4.59356282283204"
Brazil,BRA,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.86,..,..,68.12,..,..,70.04,..,..,..,84.04,..,..
China,CHN,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,12.0489331470807,11.7039685441684,12.6718289433179,12.5392949261538,12.8990685920316,13.7794437266086,13.7500425366324,13.182561754987,13.2082189248271,13.9557469027439,15.0731319886377,14.2139488900038,13.8519825742135,13.1086297701779,12.4978745924025,13.1882621699166,13.6565211590165,14.0016336451408,14.440663059939,14.3527403254967,14.091236462716,13.3081123002838,13.1982274458326,13.7526369506075,14.9460106758313,16.3656909550125,16.838429854389,16.4134393502967,16.0704244133471,15.3142093191661,14.62534230524,14.7976625421188,14.820515951964,14.6267619272466,14.4856143896822,14.7529761302757,14.5870205780333,15.2388649383201,15.7560783884401,15.8840158889172,15.8170446517635,16.2178867734802,16.363755561892,16.3248622163595,16.5358083434476,16.7705109115014,17.1301333863303,15.8081384040196,16.050127747075,16.5093111848756
China,CHN,Trade (% of GDP),NE.TRD.GNFS.ZS,10.3539576673622,9.99184170324066,9.60795084286957,9.33568519230769,15.4224447608145,16.5457845241747,21.5791787264661,23.7864810803081,19.6929683050329,17.9211027113687,19.0326117397226,20.7128550123247,19.8814799533404,24.8576650779077,30.0647705925346,25.105695204272,24.2731321082342,25.9497241030806,30.1457164535977,36.0560778682481,35.7699934485221,34.2770388383742,33.8146437892841,34.5330881760502,32.4241401343128,33.5243642464442,39.4110338950468,38.5272103260861,42.747181555741,51.8042195747425,59.5055314133926,62.2080219232303,64.4791912001744,62.1936250851713,57.6123422415661,45.1849762070479,50.7170776627003,50.7409045864209,48.2675223674033,46.7443755773553,44.9052159543496,39.4641693353018,36.8944150170789,37.6324132404263,37.5657841021374,35.8900960342425,34.7542956996066,37.3019908656372,38.3514820836722,37.3167713639344
China,CHN,Consumer price index (2010 = 100),FP.CPI.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,26.0483197849659,27.9326123967096,33.1872445880263,39.2424692179247,40.4402632290027,41.8785962689823,44.5395544614716,51.0468183922653,63.4292398842776,74.0797863737527,80.2381577567065,82.4739659836287,81.8362888154733,80.6893755831361,80.9700222903011,81.552298456301,80.955359361403,81.8682148167155,84.9993772047539,86.5093181065058,87.9362296125358,92.1719134940607,97.6333310615016,96.9223990713834,100,105.553898922575,108.318908982374,111.158001765192,113.294060199837,114.922122819495,117.220567369674,119.088050428682,121.558877866113,125.083154382075,128.109443605623,129.366216637457,131.919356668535,132.229151902431
"China,CHN,""Inflation, GDP deflator (annual %)"",NY.GDP.DEFL.KD.ZG,0.277735670872488,-1.13117515356886,-0.106286227905457,1.09377177565865,1.67514249839924,3.600054771534,3.75177705669101,2.35787142114833,-0.140355089605009,1.15679526219108,4.94416271276128,10.2093990441261,4.66902079731935,5.08251646766406,12.1076614989562,8.60246513371632,5.71122416868202,6.71453695848909,8.19032302163217,15.1858645089504,20.6169888119177,13.6656964001969,6.50673063542777,1.61656874206059,-0.900251628944076,-1.26305893875535,2.06279261346987,2.04704945728633,0.602099078250106,2.60317771902103,6.95199268086466,3.90374426907985,3.92654939643413,7.74968649303898,7.79534603698191,-0.209533361180647,6.88138025334055,8.07568446704094,2.33121757581199,2.16337002665455,1.03106368780396,-0.00294409364951775,1.40734602732051,4.2326819752236,3.49974763567195,1.28670040766232,0.49249391805742,4.55232657897571,1.82367710735865,-0.582393794026771"
"China,CHN,""Inflation, consumer prices (annual %)"",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,7.23383553065609,18.8118179448753,18.2456383621648,3.05229012075233,3.55668565220452,6.35398134024869,14.6100786356602,24.2569897243361,16.7912251650916,8.31316028893909,2.78646505531882,-0.773186011549318,-1.40147268276465,0.347811226864587,0.719125609120114,-0.731970902350244,1.12760348729637,3.82463743108159,1.77641407667571,1.6494309945586,4.81676767378834,5.92525137041092,-0.728165250932898,3.17532475269199,5.55389892257493,2.61952432645541,2.62105001748115,1.92164162788521,1.43702380935655,2.00000182191943,1.59313600071436,2.07479039965576,2.89923416358227,2.41942189457782,0.981015135544882,1.97357555739051,0.234836828893051"
China,CHN,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.82,..,..,78.93,..,..,79.53,..,..,..,88.71,..,..
France,FRA,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,18.1832181879665,19.7999754420106,20.0843470673614,20.338145772828,20.7519763235168,20.6522031196688,21.2509306222379,21.9803625688911,22.4597013935932,22.6182749465078,22.7730618029772,22.8282833942538,22.4962737111015,22.3337328835311,21.8693616502998,21.3132285046722,21.3629677651223,21.8324524649692,22.4482751517868,23.5592092126581,23.3227822524955,23.2620235385924,23.5693022234551,23.4573330897567,22.7089061303217,22.7259043484992,22.4026551978725,22.259556730345,22.857888310331,23.2625915298209,23.1521854419976,23.1175353538954,22.7854420708586,22.4734674757104,22.5895511441534,24.0880419778451,23.9798091765185,23.7010905265759,23.9564328020669,24.0757206386355,24.081442589149,23.7757617692292,23.7569423186251,23.7013842025535,23.3500758354509,23.0348422675243,24.8398357365701,24.3515984176563,23.8613635807316,23.1235606057224
France,FRA,Trade (% of GDP),NE.TRD.GNFS.ZS,43.463448616838,37.7459367345271,40.718798948855,41.7217458844294,41.1188563628231,42.6375432012829,45.2426904107299,47.3463750243705,47.1430337256332,46.9844451630132,49.4016956923205,48.8838798836634,42.5039101426742,42.0234951539124,43.2246223742353,46.0051158705752,44.5862869486888,44.9537001550562,43.963354493583,41.7256163123108,43.7513491504061,45.4316616938638,46.1124801589641,49.803453474736,51.4214328030771,51.6706614638734,57.7860470318197,56.8932328560722,55.1325248503102,52.5988822870657,53.7497648292028,55.8228361241299,57.8692775292673,58.1525611309659,59.1797928411748,52.1991123027613,56.587555247796,60.6056354816406,61.6589570771102,61.8192338733962,62.1992669379507,63.5046871956484,63.3427564383351,65.3958481559711,66.8022607812266,66.4289771741449,58.8388907240647,63.788482630872,75.7901436111221,70.5595547931931
France,FRA,Consumer price index (2010 = 100),FP.CPI.TOTL,21.0381407380035,23.4966425592567,25.7583108976051,28.2039478083373,30.8129704904186,34.0935455489275,38.7175095461824,43.872515792993,49.1277727920604,53.7750382727129,57.9016285699203,61.2779302820743,62.8334864241848,64.9000158369846,66.65284537824,68.9845633391402,71.1881257808513,73.4756902285804,75.2124795438948,76.7952981752274,78.0666561086769,79.4691090816308,81.0448890531243,82.0206232733287,82.5546815886255,82.998117158493,84.3891323092083,85.768709637685,87.4183955374896,89.2528462580725,91.1647222368861,92.7563391930176,94.3101233525136,95.7134561579475,98.4057435464287,98.4919671294585,100,102.11159795175,104.107058016154,105.006246810607,105.539425293424,105.579017755019,105.772580900596,106.864453008147,108.842316422953,110.04856675289,110.572946910908,112.388921149413,118.258283622798,124.027345193475
"France,FRA,""Inflation, GDP deflator (annual %)"",NY.GDP.DEFL.KD.ZG,11.3382716995936,13.6383320565288,10.8234150972881,8.84288237618367,9.23468239224434,10.2107264468289,11.5460875957997,11.4807760092908,12.0327133814844,9.61253714180559,7.07327478256023,5.50414182296473,5.23941496295419,2.47028257688491,3.1790302790849,3.18399405782006,2.66599579433542,2.45511569925027,2.02035040415917,1.55772422547776,0.952852903500798,1.15064620338234,1.31735745569613,0.874762049430444,0.908513581248286,0.220167706517472,1.41757330609269,1.90239798365953,2.06427794390869,1.80137945300186,1.63363926345291,1.96210340238625,1.99737950119192,2.38503022478749,2.30079919814972,0.10596110398285,1.0894464568955,0.851478332211457,1.08204689479506,0.747875807739717,0.570795063645548,1.13444010309355,0.517258225639353,0.586343167177745,1.11459330798793,1.21052307126166,2.9779787161909,1.22181611014376,3.22063217116909,5.30357175264875"
"France,FRA,""Inflation, consumer prices (annual %)"",FP.CPI.TOTL.ZG,13.6493174728139,11.6859272493228,9.62549578155529,9.49455467190434,9.2505584672443,10.6467341716664,13.5625788483016,13.3144055680071,11.9784719523806,9.45954847235318,7.67380262247321,5.83109973854516,2.53852591781417,3.28889821400133,2.70081527508113,3.49830220700749,3.19428338029475,3.21340732409687,2.36376046269353,2.10446277124644,1.65551532926993,1.79648142095595,1.98288365089738,1.20394294026962,0.651126867833049,0.537141639134645,1.67595988720927,1.63478079549601,1.9234122872706,2.09847219146923,2.14208964640241,1.74586936380482,1.67512449608723,1.4879980595386,2.81286194914787,0.0876204781574552,1.53112270420926,2.11159795174994,1.9541953161351,0.863715497861805,0.50775882293799,0.0375143805125182,0.18333486112386,1.03228275064662,1.85081508315502,1.10825492288294,0.476498852725066,1.64233141038385,5.22236748369735,4.87835726508441"
France,FRA,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.98,..,..,96.58,..,..,94,..,..,..,99.24,..,..
Germany,DEU,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,19.7490403066335,20.8618997874004,20.332175529299,20.294878033691,20.4157532740666,20.3276211811669,20.8087659456393,21.3496066200803,21.041975145837,20.7882628530378,20.5877267140322,20.5173357681432,20.4005712611786,20.6169747683747,20.3688163790232,19.4099692478231,19.0305949844275,18.6087672231263,19.1331021293767,19.2807880091502,19.2250356361737,19.3697662545462,19.6391608246567,19.2955398082534,19.0236412815048,19.0821474649054,18.860569292751,18.7505067113635,19.0132502158895,19.0734600434664,18.5669242577539,18.4739713893822,18.0172946772292,17.5553649959484,17.9510982051837,19.5979349625431,19.1768919673096,18.6934322242076,18.8977924424542,19.2479981027315,19.2101287363869,19.3122356715765,19.5190716214398,19.4595495195295,19.5022339579089,19.9030235821301,21.7313211310231,21.6742192217514,21.5213273138839,21.2287274073897
Germany,DEU,Trade (% of GDP),NE.TRD.GNFS.ZS,36.8123365227823,35.770694065614,38.2248036597616,37.9596069317502,37.0396689635279,39.0764801078976,41.6963442221306,44.0162662404343,44.2197597003201,43.4106902096364,46.0675396820961,47.7335836710439,42.7811833269648,41.5307858013658,42.3646595340436,45.0439093136764,45.6889546847935,47.6354131979568,44.6840440028306,39.7493939704326,41.0957443335763,42.6061486475818,43.903586095325,48.380321068738,50.1554657792327,51.519227436406,59.1955992975405,59.5592863682118,58.3325687248129,58.9145442942507,62.9064909465164,66.9531024934321,72.7591934646234,74.8838416816798,76.1014102128448,66.1152685310257,73.8626407651201,78.4073134605377,79.3004877909427,77.5643815741748,76.8303312709159,77.791356764377,75.9845875141969,77.5666369468435,79.227659692288,79.1337471144706,72.9932572283324,80.15661805106,89.0641273695259,82.7991064495705
Germany,DEU,Consumer price index (2010 = 100),FP.CPI.TOTL,40.4279531332749,42.8173811077969,44.6356772971534,46.302445978604,47.5612691704011,49.4844661936176,52.1769444748521,55.487176506199,58.3952844362268,60.3184833430829,61.7696214339205,63.045925743478,62.9643358920914,63.1216876137913,63.9259329909699,65.7034380219124,67.4751103626825,70.2058500742827,73.756144444307,77.0564195564705,79.1315923938292,80.4817042975643,81.6484693106268,83.2319368540699,83.9903325585578,84.482039736113,85.6988078472918,87.3989499142195,88.6407195744564,89.5574615623787,91.0492533059359,92.457704355053,93.9161566186468,96.0746729759051,98.5998802890494,98.9082405759318,100,102.075172837359,104.1253413002,105.692139574571,106.650549555164,107.199187857464,107.72633665683,109.35246016194,111.246629356349,112.854877121191,113.018378926344,116.484275880086,124.489744387368,131.892448207044
"Germany,DEU,""Inflation, GDP deflator (annual %)"",NY.GDP.DEFL.KD.ZG,7.27529021133569,5.66662372271809,3.30619449101819,3.10071819498725,3.54584179585262,4.27814064284276,5.45118939817411,4.17523874995271,4.58105864804061,2.8079385591948,1.98914628247739,2.12472568090982,2.99954314388904,1.27966357283455,1.69046133500461,2.87906670267614,3.39664349818692,3.08507977220826,5.3103247833801,3.78517727389251,1.94297425372478,1.83526453967376,0.463925542062341,0.145023203053299,0.691825651484692,0.573860203168849,-0.343812757492771,1.4329895045,1.49930880788536,1.32178165560011,1.15505926547247,0.534316525502064,0.446999819733776,1.83955502364017,0.947839900359398,1.9947040666511,0.682498555076293,1.23193488042945,1.43207641485445,1.99503161955657,1.90082487333854,1.68539778304084,1.25625862371237,1.46798919402306,1.86533423127291,2.01597612377067,1.75504597095741,2.80292938819132,6.09185662231558,6.14291653024772"
"Germany,DEU,""Inflation, consumer prices (annual %)"",FP.CPI.TOTL.ZG,6.98643109327497,5.91033626324104,4.24663102299209,3.73416240635147,2.71869696123339,4.04362006473399,5.44105754460347,6.34424277746325,5.24104507228422,3.29341474302854,2.4057933993196,2.0662330121658,-0.129413360854742,0.24990610870503,1.27411894006923,2.78056955569751,2.69646824292392,4.04703259753466,5.05697796731731,4.47457650752808,2.69305639854954,1.70616041317076,1.44972701963239,1.93937198922729,0.911183535014403,0.585433064230783,1.44026838719741,1.98385731334471,1.42080615551526,1.03422218628562,1.66573696655992,1.54691114751328,1.57742642840563,2.29834400700951,2.62837981637219,0.312739007368447,1.1038103778926,2.07517283735874,2.00848884782956,1.50472330251876,0.906794000434246,0.514426137125456,0.491747008445174,1.50949485109628,1.73216879766942,1.44565976888253,0.144877925813982,3.06666666666673,6.87257438551097,5.94643667725823"
